VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
2,"12/1/2020, 8:40:22 AM","12/1/2020, 8:43:35 AM",1,0.4,1,N,49,49,2,4.5,0.5,0.5,0,0,0.3,5.8,0,-
2,"12/1/2020, 8:59:33 AM","12/1/2020, 9:23:48 AM",1,10.22,1,N,132,72,2,31.5,0.5,0.5,0,0,0.3,32.8,0,-
2,"12/1/2020, 8:35:41 AM","12/1/2020, 8:40:35 AM",4,2.21,1,N,229,79,2,8,0.5,0.5,0,0,0.3,11.8,2.5,-
2,"12/1/2020, 8:27:20 AM","12/1/2020, 8:45:12 AM",1,4.53,1,N,151,68,2,17,0.5,0.5,0,0,0.3,20.8,2.5,-
2,"12/1/2020, 8:46:57 AM","12/1/2020, 8:51:50 AM",1,1.56,1,N,116,244,2,6.5,0.5,0.5,0,0,0.3,7.8,0,-
2,"12/1/2020, 8:54:24 AM","12/1/2020, 9:08:52 AM",1,3.2,1,N,244,41,2,13,0.5,0.5,0,0,0.3,14.3,0,-
2,"12/1/2020, 8:38:07 AM","12/1/2020, 9:18:40 AM",1,7.7,1,N,249,239,1,32,0.5,0.5,3,0,0.3,38.8,2.5,-
1,"12/1/2020, 8:32:07 AM","12/1/2020, 9:02:04 AM",1,11.4,1,N,132,188,2,35.5,0.5,0.5,0,0,0.3,36.8,0,-
1,"12/1/2020, 9:15:27 AM","12/1/2020, 9:23:04 AM",1,2.2,1,N,166,244,1,8.5,0.5,0.5,0,0,0.3,9.8,0,-
1,"12/1/2020, 8:42:32 AM","12/1/2020, 8:42:38 AM",1,14.8,2,N,89,89,3,52,0,0.5,0,0,0.3,52.8,0,-
1,"12/1/2020, 8:46:06 AM","12/1/2020, 8:46:12 AM",1,14.8,3,N,89,89,3,20,0.5,0,0,0,0.3,20.8,0,-
1,"12/1/2020, 9:07:52 AM","12/1/2020, 9:20:39 AM",1,5.1,1,N,263,232,1,16,3,0.5,3.95,0,0.3,23.75,2.5,-
1,"12/1/2020, 9:28:59 AM","12/1/2020, 9:29:32 AM",4,5.1,1,N,148,148,3,2.5,3,0.5,0,0,0.3,6.3,2.5,-
2,"12/1/2020, 8:53:05 AM","12/1/2020, 9:12:28 AM",1,9.55,1,N,132,130,1,28,0.5,0.5,5.86,0,0.3,35.16,0,-
2,"12/1/2020, 8:55:48 AM","12/1/2020, 9:07:34 AM",1,5.69,1,N,132,197,2,17.5,0.5,0.5,0,0,0.3,18.8,0,-
1,"12/1/2020, 9:21:25 AM","12/1/2020, 9:28:00 AM",1,1.5,1,N,137,107,2,7,3,0.5,0,0,0.3,10.8,2.5,-
2,"12/1/2020, 9:29:56 AM","12/1/2020, 9:33:18 AM",1,1.36,1,N,90,230,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,-
2,"12/1/2020, 8:45:33 AM","12/1/2020, 8:52:27 AM",2,1.28,1,N,186,233,2,7,0.5,0.5,0,0,0.3,10.8,2.5,-
2,"12/1/2020, 8:45:17 AM","12/1/2020, 8:51:39 AM",1,1.02,1,N,186,246,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5,-
1,"12/1/2020, 9:20:22 AM","12/1/2020, 9:34:20 AM",2,3,1,N,238,116,1,13,3,0.5,0,0,0.3,16.8,2.5,-
2,"12/1/2020, 9:04:09 AM","12/1/2020, 9:31:41 AM",2,11.46,1,N,68,167,2,33.5,0.5,0.5,0,0,0.3,37.3,2.5,-
2,"12/1/2020, 9:07:49 AM","12/1/2020, 9:20:33 AM",1,7.61,1,N,132,76,2,21.5,0.5,0.5,0,0,0.3,22.8,0,-
2,"12/1/2020, 9:22:28 AM","12/1/2020, 9:28:18 AM",1,1.5,1,N,170,68,1,7,0.5,0.5,1,0,0.3,11.8,2.5,-
1,"12/1/2020, 8:31:14 AM","12/1/2020, 8:50:57 AM",1,7.9,1,N,186,244,1,25,3,0.5,1,0,0.3,29.8,2.5,-
1,"12/1/2020, 8:58:30 AM","12/1/2020, 9:06:46 AM",1,2.5,1,N,166,143,2,9.5,3,0.5,0,0,0.3,13.3,2.5,-
2,"12/1/2020, 8:53:29 AM","12/1/2020, 9:06:28 AM",1,4.46,1,N,186,226,1,14.5,0.5,0.5,3.66,0,0.3,21.96,2.5,-
2,"12/1/2020, 9:09:04 AM","12/1/2020, 9:23:23 AM",1,9.73,1,N,132,39,2,27,0.5,0.5,0,0,0.3,28.3,0,-
1,"12/1/2020, 9:06:55 AM","12/1/2020, 9:35:16 AM",4,16.2,1,N,132,89,2,44,0.5,0.5,0,0,0.3,45.3,0,-
2,"12/1/2020, 9:05:52 AM","12/1/2020, 9:19:52 AM",1,6.39,1,N,132,130,2,20.5,0.5,0.5,0,0,0.3,21.8,0,-
2,"12/1/2020, 9:26:32 AM","12/1/2020, 9:26:34 AM",1,0,5,N,264,264,1,30,0,0,0,0,0.3,30.3,0,-
1,"12/1/2020, 8:35:00 AM","12/1/2020, 8:42:53 AM",1,3.1,1,N,68,239,1,10.5,3,0.5,2.85,0,0.3,17.15,2.5,-
2,"12/1/2020, 8:36:22 AM","12/1/2020, 8:39:58 AM",1,1.39,1,N,90,230,2,6,0.5,0.5,0,0,0.3,9.8,2.5,-
2,"12/1/2020, 9:10:35 AM","12/1/2020, 9:21:30 AM",1,4.05,1,N,132,10,2,13.5,0.5,0.5,0,0,0.3,14.8,0,-
2,"12/7/2020, 11:12:07 PM","12/7/2020, 11:38:12 PM",1,7.11,1,N,68,244,1,24,0.5,0.5,2,0,0.3,29.8,2.5,-
2,"12/1/2020, 6:02:35 PM","12/1/2020, 6:15:08 PM",1,1.46,1,N,142,142,1,9.5,0.5,0.5,5,0,0.3,18.3,2.5,-
2,"12/1/2020, 8:58:42 AM","12/1/2020, 9:24:51 AM",1,15.76,4,N,132,117,1,43.5,0.5,0.5,8.96,0,0.3,53.76,0,-
1,"12/1/2020, 8:55:29 AM","12/1/2020, 9:10:07 AM",1,6.8,1,N,132,197,2,20.5,0.5,0.5,0,0,0.3,21.8,0,-
2,"12/1/2020, 8:32:17 AM","12/1/2020, 8:48:09 AM",1,4.39,1,N,48,232,2,16,0.5,0.5,0,0,0.3,19.8,2.5,-
1,"12/1/2020, 10:11:28 AM","12/1/2020, 10:13:41 AM",1,0.1,1,N,48,50,2,2.5,3,0.5,0,0,0.3,6.3,2.5,-
2,"12/1/2020, 9:51:40 AM","12/1/2020, 9:57:30 AM",1,1.37,1,N,186,161,1,6.5,0.5,0.5,5,0,0.3,15.3,2.5,-
1,"12/1/2020, 10:24:25 AM","12/1/2020, 10:38:15 AM",1,4.2,1,N,151,162,1,14.5,3,0.5,5.45,0,0.3,23.75,2.5,-
1,"12/1/2020, 9:44:42 AM","12/1/2020, 10:05:15 AM",1,6,1,N,186,42,2,21,3,0.5,0,0,0.3,24.8,2.5,-
2,"12/1/2020, 10:21:15 AM","12/1/2020, 10:44:26 AM",3,19.43,4,N,132,265,1,75,0.5,0.5,5,0,0.3,81.3,0,-
1,"12/1/2020, 10:22:49 AM","12/1/2020, 10:23:27 AM",1,0,1,N,79,79,2,2.5,3,0.5,0,0,0.3,6.3,2.5,-
1,"12/1/2020, 10:26:51 AM","12/1/2020, 10:46:42 AM",1,13.8,1,N,132,129,2,38,0.5,0.5,0,0,0.3,39.3,0,-
2,"12/1/2020, 9:36:38 AM","12/1/2020, 9:59:32 AM",1,12.53,1,N,186,173,2,35.5,0.5,0.5,0,0,0.3,39.3,2.5,-
1,"12/1/2020, 10:19:39 AM","12/1/2020, 10:22:08 AM",0,0.9,1,N,186,249,1,4.5,3,0.5,2.05,0,0.3,10.35,2.5,-
1,"12/1/2020, 10:23:12 AM","12/1/2020, 10:28:15 AM",1,2.3,1,N,141,145,2,8,3,0.5,0,0,0.3,11.8,2.5,-
1,"12/1/2020, 10:23:09 AM","12/1/2020, 10:26:30 AM",1,0.6,1,N,107,79,2,4.5,3,0.5,0,0,0.3,8.3,2.5,-
2,"12/1/2020, 9:51:45 AM","12/1/2020, 10:09:39 AM",2,5.67,1,N,79,238,1,19,0.5,0.5,2,0,0.3,24.8,2.5,-
2,"12/1/2020, 10:19:46 AM","12/1/2020, 10:24:15 AM",6,0.98,1,N,186,161,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,-
1,"12/1/2020, 10:25:09 AM","12/1/2020, 10:33:30 AM",1,1.9,1,N,236,239,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5,-
2,"12/1/2020, 9:55:15 AM","12/1/2020, 10:20:28 AM",1,12.71,1,N,161,67,1,37,0.5,0.5,5,0,0.3,45.8,2.5,-
1,"12/1/2020, 9:43:33 AM","12/1/2020, 9:59:47 AM",1,2.8,1,N,164,148,2,13,3,0.5,0,0,0.3,16.8,2.5,-
2,"12/1/2020, 10:23:10 AM","12/1/2020, 10:26:16 AM",1,0.74,1,N,100,230,1,4.5,0.5,0.5,0,0,0.3,8.3,2.5,-
2,"12/1/2020, 9:59:19 AM","12/1/2020, 10:29:04 AM",1,16.72,1,N,38,137,1,46.5,0.5,0.5,2.75,6.12,0.3,56.67,0,-
1,"12/1/2020, 9:47:08 AM","12/1/2020, 10:00:47 AM",1,4.2,1,N,140,166,1,14,3,0.5,4.45,0,0.3,22.25,2.5,-
1,"12/1/2020, 10:18:14 AM","12/1/2020, 10:24:37 AM",1,1.6,1,N,186,142,1,7.5,3,0.5,3.35,0,0.3,14.65,2.5,-
2,"12/1/2020, 10:20:08 AM","12/1/2020, 10:25:39 AM",1,1.86,1,N,48,238,1,7.5,0.5,0.5,2.83,0,0.3,14.13,2.5,-
1,"12/1/2020, 10:03:32 AM","12/1/2020, 10:08:58 AM",1,1.3,1,N,233,141,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5,-
1,"12/1/2020, 10:27:23 AM","12/1/2020, 10:34:11 AM",1,1.9,1,N,262,229,1,8.5,2.5,0.5,2.35,0,0.3,14.15,2.5,-
2,"12/1/2020, 9:58:06 AM","12/1/2020, 10:02:22 AM",1,0.86,1,N,229,237,1,5,0.5,0.5,2.64,0,0.3,11.44,2.5,-
2,"12/1/2020, 10:03:52 AM","12/1/2020, 10:13:47 AM",1,5.85,1,N,132,180,2,17.5,0.5,0.5,0,0,0.3,18.8,0,-
2,"12/1/2020, 10:19:42 AM","12/1/2020, 10:29:12 AM",1,4.69,1,N,146,138,2,15,0.5,0.5,0,0,0.3,16.3,0,-
1,"12/1/2020, 10:11:40 AM","12/1/2020, 10:22:42 AM",2,2,1,N,143,140,1,10,3,0.5,2.75,0,0.3,16.55,2.5,-
2,"12/1/2020, 10:10:02 AM","12/1/2020, 10:14:32 AM",1,1.24,1,N,107,186,1,6,0.5,0.5,1.47,0,0.3,11.27,2.5,-
2,"12/1/2020, 10:17:09 AM","12/1/2020, 10:34:26 AM",1,6.34,1,N,164,112,2,20,0.5,0.5,0,0,0.3,23.8,2.5,-
1,"12/1/2020, 9:52:45 AM","12/1/2020, 10:14:30 AM",1,11.8,1,N,231,147,2,34,3,0.5,0,0,0.3,37.8,2.5,-
2,"12/1/2020, 9:41:14 AM","12/1/2020, 9:48:05 AM",6,1.54,1,N,186,79,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5,-
2,"12/1/2020, 10:21:18 AM","12/1/2020, 10:24:29 AM",6,1.21,1,N,186,107,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,-
2,"12/1/2020, 9:50:04 AM","12/1/2020, 9:59:55 AM",1,3.18,1,N,186,261,1,10.5,0.5,0.5,4.29,0,0.3,18.59,2.5,-
2,"12/1/2020, 10:10:55 AM","12/1/2020, 10:15:44 AM",1,0.93,1,N,186,107,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,-
2,"12/1/2020, 10:04:50 AM","12/1/2020, 10:06:51 AM",1,0.4,1,N,238,151,2,3.5,0.5,0.5,0,0,0.3,4.8,0,-
1,"12/1/2020, 10:22:25 AM","12/1/2020, 10:26:58 AM",2,1.7,1,N,186,125,1,6.5,3,0.5,1.11,0,0.3,11.41,2.5,-
1,"12/1/2020, 9:33:16 AM","12/1/2020, 9:43:06 AM",1,2.1,1,N,79,88,2,9.5,3,0.5,0,0,0.3,13.3,2.5,-
2,"12/1/2020, 9:59:24 AM","12/1/2020, 10:01:39 AM",1,0.63,1,N,141,141,2,4,0.5,0.5,0,0,0.3,7.8,2.5,-
2,"12/1/2020, 10:25:02 AM","12/1/2020, 10:30:27 AM",1,1.77,1,N,236,163,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,-
2,"12/1/2020, 9:58:38 AM","12/1/2020, 10:27:39 AM",1,19.88,1,N,132,119,2,53,0.5,0.5,0,6.12,0.3,60.42,0,-
1,"12/1/2020, 10:01:52 AM","12/1/2020, 10:10:13 AM",0,1.9,1,N,229,186,1,8.5,3,0.5,3.05,0,0.3,15.35,2.5,-
2,"12/1/2020, 10:12:39 AM","12/1/2020, 10:23:35 AM",1,3.15,1,N,168,119,2,12,0.5,0.5,0,0,0.3,13.3,0,-
2,"12/1/2020, 10:17:00 AM","12/1/2020, 10:19:56 AM",1,1.3,1,N,186,48,1,5.5,0.5,0.5,0,0,0.3,9.3,2.5,-
2,"12/1/2020, 9:29:56 AM","12/1/2020, 9:33:18 AM",1,1.36,1,N,90,48,4,-5.5,-0.5,-0.5,0,0,-0.3,-9.3,-2.5,-
2,"12/1/2020, 9:58:44 AM","12/1/2020, 10:09:51 AM",1,3.76,1,N,50,75,1,13,0.5,0.5,5.04,0,0.3,21.84,2.5,-
2,"12/1/2020, 9:50:27 AM","12/1/2020, 9:55:30 AM",2,1.47,1,N,186,163,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,-
1,"12/1/2020, 10:02:57 AM","12/1/2020, 10:15:04 AM",1,4,1,N,50,13,2,14,3,0.5,0,0,0.3,17.8,2.5,-
2,"12/1/2020, 10:09:12 AM","12/1/2020, 10:14:11 AM",2,1.71,1,N,48,249,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,-
2,"12/1/2020, 9:52:02 AM","12/1/2020, 9:56:05 AM",1,1.5,1,N,237,161,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5,-
2,"12/1/2020, 10:02:07 AM","12/1/2020, 10:07:01 AM",1,0.81,1,N,164,233,1,5,0.5,0.5,4,0,0.3,12.8,2.5,-
2,"12/1/2020, 10:16:08 AM","12/1/2020, 10:27:37 AM",1,2.99,1,N,74,140,1,21.16,0.5,0.5,2.75,0,0.3,25.21,0,-
2,"12/1/2020, 10:24:30 AM","12/1/2020, 10:45:04 AM",1,6.83,1,N,107,223,2,22,0.5,0.5,0,0,0.3,25.8,2.5,-
2,"12/1/2020, 10:17:54 AM","12/1/2020, 10:23:03 AM",1,1.37,1,N,186,161,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5,-
2,"12/1/2020, 9:49:34 AM","12/1/2020, 9:58:00 AM",1,2.52,1,N,186,211,1,9,0.5,0.5,5,0,0.3,17.8,2.5,-
2,"12/1/2020, 10:21:45 AM","12/1/2020, 10:29:35 AM",1,1.3,1,N,68,246,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,-
2,"12/1/2020, 9:36:53 AM","12/1/2020, 9:38:24 AM",1,0,5,N,197,197,2,44.7,0,0,0,0,0.3,45,0,-
2,"12/1/2020, 10:15:54 AM","12/1/2020, 10:26:47 AM",1,3.25,1,N,230,236,2,12,0.5,0.5,0,0,0.3,15.8,2.5,-
2,"12/1/2020, 10:13:07 AM","12/1/2020, 10:27:19 AM",1,9.26,1,N,100,169,2,26,0.5,0.5,0,0,0.3,29.8,2.5,-
2,"12/1/2020, 10:00:00 AM","12/1/2020, 10:10:56 AM",2,3.79,1,N,79,263,1,12,0.5,0.5,1,0,0.3,16.8,2.5,-
2,"12/1/2020, 9:59:25 AM","12/1/2020, 10:04:04 AM",1,1.49,1,N,224,233,1,6.5,0.5,0.5,10,0,0.3,20.3,2.5,-
2,"12/1/2020, 10:11:05 AM","12/1/2020, 10:25:06 AM",1,9.27,1,N,233,127,1,27,0.5,0.5,7.7,0,0.3,38.5,2.5,-
2,"12/1/2020, 9:39:47 AM","12/1/2020, 10:02:33 AM",5,9.29,1,N,141,173,2,27.5,0.5,0.5,0,0,0.3,31.3,2.5,-
1,"12/1/2020, 9:42:55 AM","12/1/2020, 9:44:12 AM",1,0,1,N,238,238,2,3,3,0.5,0,0,0.3,6.8,2.5,-
1,"12/1/2020, 10:14:49 AM","12/1/2020, 10:30:26 AM",1,3.5,1,N,159,236,2,14.5,3,0.5,0,0,0.3,18.3,2.5,-
2,"12/1/2020, 10:11:22 AM","12/1/2020, 10:15:09 AM",1,0.97,1,N,262,236,1,5,0.5,0.5,2.64,0,0.3,11.44,2.5,-
1,"12/1/2020, 10:09:21 AM","12/1/2020, 10:12:59 AM",1,0.8,1,N,261,231,1,5,2.5,0.5,2.45,0,0.3,10.75,2.5,-
1,"12/1/2020, 10:18:32 AM","12/1/2020, 10:25:21 AM",1,1.4,1,N,249,231,1,7,2.5,0.5,2,0,0.3,12.3,2.5,-
2,"12/1/2020, 10:19:58 AM","12/1/2020, 10:31:54 AM",1,3.64,1,N,186,151,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5,-
2,"12/1/2020, 9:39:15 AM","12/1/2020, 9:50:24 AM",1,7.75,1,N,263,88,2,22,0.5,0.5,0,0,0.3,25.8,2.5,-
2,"12/1/2020, 10:21:52 AM","12/1/2020, 10:33:14 AM",1,3.29,1,N,90,209,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5,-
2,"12/1/2020, 10:02:01 AM","12/1/2020, 10:34:09 AM",1,1,1,N,48,186,2,19,0.5,0.5,0,0,0.3,22.8,2.5,-
2,"12/1/2020, 10:06:24 AM","12/1/2020, 10:26:25 AM",6,5.16,1,N,181,225,2,18.5,0.5,0.5,0,0,0.3,19.8,0,-
1,"12/1/2020, 9:36:24 AM","12/1/2020, 9:43:28 AM",1,2.5,1,N,158,48,1,9,3,0.5,3.2,0,0.3,16,2.5,-
1,"12/1/2020, 10:18:18 AM","12/1/2020, 10:35:31 AM",0,11.3,1,N,132,129,2,32,0.5,0.5,0,0,0.3,33.3,0,-
1,"12/1/2020, 10:20:04 AM","12/1/2020, 10:47:09 AM",1,22.5,2,N,132,13,1,52,2.5,0.5,6.5,6.12,0.3,67.92,2.5,-
2,"12/1/2020, 10:24:03 AM","12/1/2020, 10:24:11 AM",1,0,5,N,48,48,1,70,0,0,14.56,0,0.3,87.36,2.5,-
1,"12/1/2020, 10:21:03 AM","12/1/2020, 10:25:12 AM",1,0.9,1,N,186,246,1,5,3,0.5,1.75,0,0.3,10.55,2.5,-
2,"12/1/2020, 7:17:11 PM","12/1/2020, 7:33:04 PM",1,2.84,1,N,263,142,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5,-
2,"12/1/2020, 10:17:02 AM","12/1/2020, 10:37:39 AM",3,12.4,1,N,132,129,2,34.5,0.5,0.5,0,0,0.3,35.8,0,-
2,"12/1/2020, 9:52:39 AM","12/1/2020, 10:04:26 AM",1,4.28,1,N,68,140,1,13.5,0.5,0.5,5,0,0.3,22.3,2.5,-
1,"12/1/2020, 10:49:44 AM","12/1/2020, 11:03:20 AM",1,2.5,1,N,186,144,1,11.5,3,0.5,3.05,0,0.3,18.35,2.5,-
1,"12/1/2020, 11:10:48 AM","12/1/2020, 11:16:26 AM",1,1.2,1,N,239,50,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5,-
2,"12/1/2020, 11:05:19 AM","12/1/2020, 11:24:38 AM",1,4.3,1,N,186,262,1,16.5,0.5,0.5,4.06,0,0.3,24.36,2.5,-
2,"12/1/2020, 11:25:31 AM","12/1/2020, 11:48:26 AM",1,9.79,1,N,132,36,1,29,0.5,0.5,6.06,0,0.3,36.36,0,-
1,"12/1/2020, 11:15:02 AM","12/1/2020, 11:21:34 AM",1,2.5,1,N,244,166,2,9,0.5,0.5,0,0,0.3,10.3,0,-
2,"12/1/2020, 11:11:23 AM","12/1/2020, 11:30:43 AM",6,5.63,1,N,48,88,1,19.5,0.5,0.5,4.66,0,0.3,27.96,2.5,-
1,"12/1/2020, 11:15:24 AM","12/1/2020, 11:22:48 AM",1,1.9,1,N,142,238,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5,-
2,"12/1/2020, 11:10:25 AM","12/1/2020, 11:23:18 AM",1,7.06,1,N,132,95,1,21,0.5,0.5,2.5,0,0.3,24.8,0,-
2,"12/1/2020, 11:07:32 AM","12/1/2020, 11:39:09 AM",2,20.19,2,N,132,140,2,52,0,0.5,0,6.12,0.3,61.42,2.5,-
1,"12/1/2020, 11:29:31 AM","12/1/2020, 11:34:13 AM",1,1.5,1,N,186,50,1,6.5,3,0.5,1.7,0,0.3,12,2.5,-
2,"12/1/2020, 11:31:27 AM","12/1/2020, 11:35:31 AM",1,0.49,1,N,237,140,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,-
2,"12/1/2020, 11:53:10 AM","12/1/2020, 11:58:49 AM",1,0.57,1,N,237,237,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,-
2,"12/1/2020, 10:40:51 AM","12/1/2020, 10:50:41 AM",1,2.86,1,N,48,140,2,11,0.5,0.5,0,0,0.3,14.8,2.5,-
2,"12/1/2020, 11:04:33 AM","12/1/2020, 11:23:08 AM",1,7.24,1,N,48,25,1,23,0.5,0.5,1,0,0.3,27.8,2.5,-
1,"12/1/2020, 11:19:24 AM","12/1/2020, 11:25:16 AM",1,1.6,1,N,107,68,2,7,3,0.5,0,0,0.3,10.8,2.5,-
2,"12/1/2020, 11:27:23 AM","12/1/2020, 11:39:29 AM",1,2.3,1,N,260,173,1,10.5,0.5,0.5,3.54,0,0.3,15.34,0,-
2,"12/1/2020, 11:19:38 AM","12/1/2020, 11:51:40 AM",2,19.49,5,N,132,3,2,65.5,0,0,0,6.12,0.3,71.92,0,-
2,"12/1/2020, 11:12:23 AM","12/1/2020, 11:25:38 AM",1,2.38,1,N,137,114,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5,-
1,"12/1/2020, 10:51:05 AM","12/1/2020, 10:58:16 AM",1,2.1,1,N,237,75,2,8.5,3,0.5,0,0,0.3,12.3,2.5,-
2,"12/1/2020, 10:32:43 AM","12/1/2020, 10:45:37 AM",1,3.91,1,N,186,75,2,14,0.5,0.5,0,0,0.3,17.8,2.5,-
2,"12/1/2020, 11:13:15 AM","12/1/2020, 11:22:21 AM",1,3.69,1,N,231,264,1,12,0.5,0.5,3.95,0,0.3,19.75,2.5,-
2,"12/1/2020, 11:11:21 AM","12/1/2020, 11:19:01 AM",1,2.77,1,N,140,107,2,10,0.5,0.5,0,0,0.3,13.8,2.5,-
1,"12/1/2020, 11:02:39 AM","12/1/2020, 11:10:53 AM",1,2.5,1,N,141,75,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5,-
1,"12/1/2020, 11:01:59 AM","12/1/2020, 11:23:33 AM",1,5.9,1,N,186,42,2,21,3,0.5,0,0,0.3,24.8,2.5,-
1,"12/1/2020, 11:26:04 AM","12/1/2020, 11:53:41 AM",1,16,1,N,132,252,1,43.5,0,0.5,8.85,0,0.3,53.15,0,-
2,"12/1/2020, 11:10:12 AM","12/1/2020, 12:34:12 PM",4,25.06,1,N,132,132,1,80.5,0.5,0.5,16.36,0,0.3,98.16,0,-
1,"12/1/2020, 11:29:08 AM","12/1/2020, 11:35:34 AM",1,0.8,1,N,140,237,1,6,2.5,0.5,2.3,0,0.3,11.6,2.5,-
2,"12/1/2020, 11:25:44 AM","12/1/2020, 11:30:39 AM",1,1.11,1,N,100,161,1,6,0.5,0.5,2.94,0,0.3,12.74,2.5,-
1,"12/1/2020, 11:23:11 AM","12/1/2020, 11:50:32 AM",1,17.5,1,N,132,185,1,47.5,0.5,0.5,10.95,6.12,0.3,65.87,0,-
1,"12/1/2020, 11:20:09 AM","12/1/2020, 11:23:06 AM",1,0.9,1,N,100,161,1,5,2.5,0.5,1.66,0,0.3,9.96,2.5,-
2,"12/1/2020, 11:10:39 AM","12/1/2020, 11:20:59 AM",1,2.35,1,N,48,137,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5,-
2,"12/1/2020, 10:31:39 AM","12/1/2020, 11:02:33 AM",1,18.99,2,N,262,132,1,52,0,0.5,6.14,6.12,0.3,67.56,2.5,-
2,"12/1/2020, 11:20:47 AM","12/1/2020, 11:31:32 AM",1,2.8,1,N,238,100,1,11,0.5,0.5,2,0,0.3,16.8,2.5,-
2,"12/1/2020, 11:03:34 AM","12/1/2020, 11:10:20 AM",1,1.27,1,N,48,246,2,7,0.5,0.5,0,0,0.3,10.8,2.5,-
1,"12/1/2020, 11:08:10 AM","12/1/2020, 11:11:04 AM",0,0.7,1,N,100,164,2,4.5,3,0.5,0,0,0.3,8.3,2.5,-
1,"12/1/2020, 11:27:03 AM","12/1/2020, 11:33:22 AM",0,0.8,1,N,48,186,2,6,3,0.5,0,0,0.3,9.8,2.5,-
1,"12/1/2020, 10:37:41 AM","12/1/2020, 10:40:57 AM",1,0.6,1,N,141,141,1,4.5,3,0.5,2,0,0.3,10.3,2.5,-
1,"12/1/2020, 11:09:03 AM","12/1/2020, 11:20:07 AM",1,4.2,1,N,140,107,1,14.5,3,0.5,3.65,0,0.3,21.95,2.5,-
1,"12/1/2020, 11:19:26 AM","12/1/2020, 11:28:43 AM",1,2.8,1,N,143,68,1,10.5,3,0.5,2.85,0,0.3,17.15,2.5,-
2,"12/1/2020, 11:08:32 AM","12/1/2020, 11:38:05 AM",1,18.03,1,N,132,80,2,48.5,0.5,0.5,0,0,0.3,49.8,0,-
2,"12/1/2020, 11:15:55 AM","12/1/2020, 11:23:34 AM",1,2.03,1,N,141,164,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5,-
2,"12/1/2020, 11:05:22 AM","12/1/2020, 11:08:05 AM",1,0.68,1,N,262,140,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5,-
2,"12/1/2020, 11:16:14 AM","12/1/2020, 11:17:54 AM",1,0.49,1,N,262,262,1,3.5,0.5,0.5,0,0,0.3,7.3,2.5,-
1,"12/1/2020, 11:00:45 AM","12/1/2020, 11:15:27 AM",1,1.9,1,N,141,142,1,11,3,0.5,2.95,0,0.3,17.75,2.5,-
2,"12/1/2020, 11:26:17 AM","12/1/2020, 11:31:12 AM",1,1.36,1,N,100,163,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,-
1,"12/1/2020, 10:54:36 AM","12/1/2020, 10:58:13 AM",1,0.7,1,N,68,68,2,5,3,0.5,0,0,0.3,8.8,2.5,-
2,"12/1/2020, 10:35:32 AM","12/1/2020, 10:41:41 AM",2,1.37,1,N,186,246,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5,-
1,"12/1/2020, 10:44:40 AM","12/1/2020, 11:01:09 AM",1,7.5,1,N,234,168,2,23.5,3,0.5,0,0,0.3,27.3,2.5,-
2,"12/1/2020, 11:00:30 AM","12/1/2020, 11:04:38 AM",6,1.2,1,N,237,162,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,-
1,"12/1/2020, 10:39:20 AM","12/1/2020, 10:53:05 AM",1,5.7,1,N,132,180,2,18,0.5,0.5,0,0,0.3,19.3,0,-
2,"12/1/2020, 11:16:10 AM","12/1/2020, 11:21:34 AM",2,1.26,1,N,162,137,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5,-
