VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
1,"12/1/2020, 6:44:14 AM","12/1/2020, 7:00:09 AM",1,2.1,1,N,25,195,2,12,0.5,0.5,0,0,0.3,13.3,0,-
2,"12/1/2020, 6:54:48 AM","12/1/2020, 6:58:51 AM",2,1.08,1,N,231,125,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,-
2,"12/1/2020, 7:23:41 AM","12/1/2020, 7:45:19 AM",1,9.46,1,N,88,166,2,29,0.5,0.5,0,0,0.3,32.8,2.5,-
2,"12/1/2020, 7:20:11 AM","12/1/2020, 7:24:25 AM",1,0.65,1,N,68,246,1,5,0.5,0.5,0,0,0.3,8.8,2.5,-
1,"12/1/2020, 6:41:02 AM","12/1/2020, 6:50:53 AM",1,2.6,1,N,162,142,1,10.5,3,0.5,1.5,0,0.3,15.8,2.5,-
1,"12/1/2020, 7:20:33 AM","12/1/2020, 7:27:21 AM",1,2,1,N,161,263,1,8,3,0.5,2.35,0,0.3,14.15,2.5,-
2,"12/1/2020, 6:25:03 AM","12/1/2020, 6:40:00 AM",5,3.98,1,N,48,4,1,14,0.5,0.5,2,0,0.3,19.8,2.5,-
2,"12/1/2020, 7:09:39 AM","12/1/2020, 7:31:43 AM",5,9.43,1,N,48,95,1,28,0.5,0.5,6.36,0,0.3,38.16,2.5,-
2,"12/1/2020, 6:36:56 AM","12/1/2020, 6:39:53 AM",1,0.75,1,N,230,48,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,-
2,"12/1/2020, 6:34:55 AM","12/1/2020, 6:39:53 AM",6,0.85,1,N,144,148,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,-
2,"12/1/2020, 7:08:02 AM","12/1/2020, 7:13:57 AM",6,2.15,1,N,233,236,1,8,0.5,0.5,1.28,0,0.3,13.08,2.5,-
2,"12/1/2020, 6:58:56 AM","12/1/2020, 7:22:25 AM",5,12.69,1,N,229,89,1,35.5,0.5,0.5,9.82,0,0.3,49.12,2.5,-
1,"12/1/2020, 6:53:35 AM","12/1/2020, 7:08:49 AM",1,4.2,1,N,186,263,1,15,3,0.5,3.75,0,0.3,22.55,2.5,-
1,"12/1/2020, 6:31:52 AM","12/1/2020, 6:44:53 AM",1,4.4,1,Y,148,52,1,15.5,3,0.5,4.8,0,0.3,24.1,2.5,-
1,"12/1/2020, 6:45:48 AM","12/1/2020, 6:51:24 AM",1,1.1,1,N,74,75,2,6.5,0.5,0.5,0,0,0.3,7.8,0,-
2,"12/1/2020, 6:55:16 AM","12/1/2020, 7:00:30 AM",1,1.54,1,N,68,48,1,6.5,0.5,0.5,1,0,0.3,11.3,2.5,-
2,"12/1/2020, 6:35:46 AM","12/1/2020, 7:22:27 AM",1,36.02,1,N,200,265,1,94.5,0.5,0.5,2.75,6.12,0.3,104.67,0,-
2,"12/1/2020, 6:34:23 AM","12/1/2020, 6:39:58 AM",4,1.96,1,N,79,162,1,7.5,0.5,0.5,1,0,0.3,12.3,2.5,-
2,"12/1/2020, 6:47:10 AM","12/1/2020, 6:55:18 AM",1,1.6,1,N,163,164,1,8,0.5,0.5,2,0,0.3,13.8,2.5,-
2,"12/1/2020, 6:39:38 AM","12/1/2020, 7:14:05 AM",2,18.11,2,N,132,229,1,52,0,0.5,11.06,0,0.3,66.36,2.5,-
2,"12/1/2020, 6:34:08 AM","12/1/2020, 6:50:53 AM",1,11.56,1,N,132,129,1,32.5,0.5,0.5,3,0,0.3,36.8,0,-
2,"12/1/2020, 6:56:43 AM","12/1/2020, 7:05:54 AM",5,1.92,1,N,114,68,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,-
2,"12/1/2020, 7:25:24 AM","12/1/2020, 7:29:41 AM",5,0.96,1,N,234,113,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,-
2,"12/1/2020, 6:37:24 AM","12/1/2020, 6:42:45 AM",1,1.22,1,N,163,237,1,6.5,0.5,0.5,2,0,0.3,12.3,2.5,-
1,"12/1/2020, 6:37:31 AM","12/1/2020, 6:56:26 AM",5,13.3,1,N,132,157,2,36.5,0.5,0.5,0,0,0.3,37.8,0,-
2,"12/1/2020, 7:26:35 AM","12/1/2020, 7:52:38 AM",1,18.9,1,N,132,69,1,51,0.5,0.5,0,6.12,0.3,58.42,0,-
1,"12/1/2020, 6:59:47 AM","12/1/2020, 7:00:00 AM",1,0,1,N,68,68,3,2.5,3,0.5,0,0,0.3,6.3,2.5,-
1,"12/1/2020, 7:00:30 AM","12/1/2020, 7:01:28 AM",1,0,5,Y,68,68,2,0.01,0,0,0,0,0.3,0.31,0,-
1,"12/1/2020, 7:03:28 AM","12/1/2020, 7:05:34 AM",1,0.3,5,N,100,186,1,35,0,0,0,0,0.3,35.3,0,-
2,"12/1/2020, 7:16:40 AM","12/1/2020, 7:54:18 AM",3,5.48,1,N,116,167,1,25.5,0.5,0.5,23,0,0.3,49.8,0,-
2,"12/1/2020, 7:22:31 AM","12/1/2020, 7:27:39 AM",1,0.93,1,N,100,50,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,-
1,"12/1/2020, 6:39:08 AM","12/1/2020, 7:12:01 AM",4,20.5,2,N,132,249,1,52,2.5,0.5,12.25,6.12,0.3,73.67,2.5,-
2,"12/1/2020, 6:48:28 AM","12/1/2020, 6:52:25 AM",2,0.63,1,N,166,166,2,5,0.5,0.5,0,0,0.3,6.3,0,-
1,"12/1/2020, 7:29:17 AM","12/1/2020, 7:45:13 AM",0,4.8,1,N,231,143,1,17,3,0.5,1,0,0.3,21.8,2.5,-
2,"12/1/2020, 7:07:06 AM","12/1/2020, 7:11:52 AM",1,0.67,1,N,48,100,1,5,0.5,0.5,5,0,0.3,13.8,2.5,-
1,"12/1/2020, 6:38:36 AM","12/1/2020, 6:46:16 AM",1,1.4,1,N,170,50,2,8,3,0.5,0,0,0.3,11.8,2.5,-
2,"12/1/2020, 6:33:50 AM","12/1/2020, 6:40:26 AM",1,1.01,1,N,161,186,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,-
2,"12/1/2020, 6:58:23 AM","12/1/2020, 6:58:54 AM",1,0.01,1,N,230,230,4,-2.5,-0.5,-0.5,0,0,-0.3,-6.3,-2.5,-
2,"12/1/2020, 6:58:23 AM","12/1/2020, 6:58:54 AM",1,0.01,1,N,230,163,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5,-
2,"12/1/2020, 7:14:01 AM","12/1/2020, 7:25:27 AM",1,2.63,1,N,239,41,4,-11,-0.5,-0.5,0,0,-0.3,-14.8,-2.5,-
2,"12/1/2020, 7:14:01 AM","12/1/2020, 7:25:27 AM",1,2.63,1,N,239,41,2,11,0.5,0.5,0,0,0.3,14.8,2.5,-
2,"12/1/2020, 7:28:20 AM","12/1/2020, 7:51:57 AM",1,17.76,2,N,41,132,1,52,0,0.5,1,6.12,0.3,59.92,0,-
2,"12/1/2020, 7:15:35 AM","12/1/2020, 7:21:44 AM",1,1.91,1,N,262,74,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5,-
2,"12/1/2020, 7:18:03 AM","12/1/2020, 7:27:43 AM",2,3.78,1,N,138,129,2,13,0.5,0.5,0,0,0.3,14.3,0,-
1,"12/1/2020, 6:37:08 AM","12/1/2020, 6:47:49 AM",2,3.9,1,N,261,68,1,13,3,0.5,0,0,0.3,16.8,2.5,-
2,"12/7/2020, 8:53:31 PM","12/7/2020, 9:17:03 PM",1,3.2,1,N,186,79,1,16,0.5,0.5,3.96,0,0.3,23.76,2.5,-
2,"12/7/2020, 9:27:46 PM","12/7/2020, 9:33:52 PM",1,0.9,1,N,107,137,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,-
2,"12/1/2020, 7:04:26 AM","12/1/2020, 7:43:23 AM",1,22.28,1,N,42,39,1,61.5,0.5,0.5,2.75,6.12,0.3,71.67,0,-
2,"12/1/2020, 7:21:01 AM","12/1/2020, 7:45:03 AM",1,20.6,2,N,132,140,1,52,0,0.5,2.58,6.12,0.3,64,2.5,-
1,"12/1/2020, 6:30:39 AM","12/1/2020, 7:01:26 AM",1,21.2,1,N,132,195,1,56,0.5,0.5,6,0,0.3,63.3,0,-
2,"12/1/2020, 6:48:23 AM","12/1/2020, 7:00:22 AM",1,5.46,1,N,75,50,1,17,0.5,0.5,4.16,0,0.3,24.96,2.5,-
2,"12/1/2020, 7:22:08 AM","12/1/2020, 7:53:33 AM",2,25.84,4,N,132,265,1,113.5,0.5,0.5,15,0,0.3,129.8,0,-
2,"12/1/2020, 6:44:08 AM","12/1/2020, 6:59:55 AM",1,7.67,1,N,48,243,1,23.5,0.5,0.5,0,0,0.3,27.3,2.5,-
1,"12/1/2020, 7:25:48 AM","12/1/2020, 7:55:36 AM",1,15.4,1,N,48,10,1,42.5,3,0.5,0,0,0.3,46.3,2.5,-
1,"12/1/2020, 6:43:28 AM","12/1/2020, 6:49:34 AM",1,1.3,1,N,170,234,1,6.5,3,0.5,6.58,0,0.3,16.88,2.5,-
2,"12/1/2020, 6:57:28 AM","12/1/2020, 7:00:34 AM",2,0.45,1,N,107,137,2,4,0.5,0.5,0,0,0.3,7.8,2.5,-
2,"12/1/2020, 7:04:47 AM","12/1/2020, 7:07:35 AM",1,0.63,1,N,68,186,1,4.5,0.5,0.5,1.68,0,0.3,9.98,2.5,-
2,"12/1/2020, 6:44:58 AM","12/1/2020, 7:08:32 AM",1,13.08,1,N,132,70,2,36.5,0.5,0.5,0,0,0.3,37.8,0,-
2,"12/1/2020, 6:40:11 AM","12/1/2020, 6:50:32 AM",1,2.43,1,N,41,69,1,10.5,0.5,0.5,2.5,0,0.3,14.3,0,-
2,"12/1/2020, 6:34:13 AM","12/1/2020, 6:43:31 AM",1,2.4,1,N,74,151,2,9.5,0.5,0.5,0,0,0.3,10.8,0,-
2,"12/1/2020, 7:04:20 AM","12/1/2020, 7:36:00 AM",1,20.23,1,N,132,223,2,55.5,0.5,0.5,0,0,0.3,56.8,0,-
1,"12/1/2020, 6:49:34 AM","12/1/2020, 7:13:32 AM",4,17.7,2,N,132,233,2,52,2.5,0.5,0,6.12,0.3,61.42,2.5,-
2,"12/1/2020, 6:56:25 AM","12/1/2020, 7:00:05 AM",1,0.7,1,N,48,50,1,5,0.5,0.5,0.75,0,0.3,9.55,2.5,-
1,"12/1/2020, 8:21:21 AM","12/1/2020, 8:43:22 AM",1,6,1,N,75,94,2,21,0.5,0.5,0,0,0.3,22.3,0,-
2,"12/1/2020, 7:38:26 AM","12/1/2020, 8:12:42 AM",1,11.6,1,N,132,188,2,37,0.5,0.5,0,0,0.3,38.3,0,-
2,"12/1/2020, 7:37:56 AM","12/1/2020, 7:46:50 AM",1,1.83,1,N,234,144,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,-
2,"12/1/2020, 7:37:56 AM","12/1/2020, 7:41:13 AM",1,0.7,1,N,48,48,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,-
2,"12/1/2020, 7:48:48 AM","12/1/2020, 8:21:02 AM",1,7.74,1,N,48,173,2,27.5,0.5,0.5,0,0,0.3,31.3,2.5,-
2,"12/1/2020, 7:42:35 AM","12/1/2020, 8:02:44 AM",4,8.42,1,N,263,255,2,25,0.5,0.5,0,0,0.3,28.8,2.5,-
2,"12/1/2020, 8:26:15 AM","12/1/2020, 8:39:31 AM",1,6.26,1,N,132,180,1,19,0.5,0.5,4.06,0,0.3,24.36,0,-
2,"12/1/2020, 7:30:00 AM","12/1/2020, 7:47:59 AM",1,12.37,1,N,132,70,1,34.5,0.5,0.5,17.9,0,0.3,53.7,0,-
1,"12/1/2020, 7:52:29 AM","12/1/2020, 7:54:17 AM",2,0.4,1,N,263,236,1,3.5,3,0.5,1,0,0.3,8.3,2.5,-
2,"12/1/2020, 7:33:32 AM","12/1/2020, 7:44:29 AM",1,3.09,1,N,166,244,2,11.5,0.5,0.5,0,0,0.3,12.8,0,-
2,"12/1/2020, 8:16:38 AM","12/1/2020, 8:25:33 AM",1,2.63,1,N,186,143,1,9.5,0.5,0.5,1,0,0.3,14.3,2.5,-
2,"12/1/2020, 8:25:10 AM","12/1/2020, 8:31:52 AM",1,1.19,1,N,68,170,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,-
1,"12/1/2020, 7:35:47 AM","12/1/2020, 7:48:44 AM",2,5.1,1,N,113,75,2,15.5,3,0.5,0,0,0.3,19.3,2.5,-
1,"12/1/2020, 7:49:28 AM","12/1/2020, 7:53:38 AM",1,1.2,1,N,75,41,3,6,0.5,0.5,0,0,0.3,7.3,0,-
1,"12/1/2020, 8:04:06 AM","12/1/2020, 8:05:41 AM",1,0.3,1,N,41,75,3,3.5,0.5,0.5,0,0,0.3,4.8,0,-
1,"12/1/2020, 8:12:43 AM","12/1/2020, 8:19:40 AM",1,2.7,1,N,263,170,1,9.5,3,0.5,3.95,0,0.3,17.25,2.5,-
1,"12/1/2020, 7:46:33 AM","12/1/2020, 7:50:26 AM",1,1,1,N,186,230,2,5.5,3,0.5,0,0,0.3,9.3,2.5,-
2,"12/1/2020, 7:30:12 AM","12/1/2020, 7:39:06 AM",1,3.44,1,N,132,216,2,12,0.5,0.5,0,0,0.3,13.3,0,-
1,"12/1/2020, 7:30:21 AM","12/1/2020, 8:01:23 AM",1,23.5,1,N,132,257,1,62,0.5,0.5,18.95,0,0.3,82.25,0,-
2,"12/1/2020, 8:03:35 AM","12/1/2020, 8:23:09 AM",1,8.5,1,N,132,131,2,25.5,0.5,0.5,0,0,0.3,26.8,0,-
2,"12/1/2020, 7:20:35 AM","12/1/2020, 7:30:50 AM",1,3.4,1,N,113,66,2,12,0.5,0.5,0,0,0.3,15.8,2.5,-
2,"12/1/2020, 8:24:27 AM","12/1/2020, 8:28:30 AM",1,1.02,1,N,41,74,1,5,0.5,0.5,1.26,0,0.3,7.56,0,-
2,"12/1/2020, 7:42:16 AM","12/1/2020, 7:50:49 AM",3,3.21,1,N,186,261,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5,-
1,"12/1/2020, 7:47:46 AM","12/1/2020, 7:51:00 AM",1,1.1,1,N,229,141,2,5,3,0.5,0,0,0.3,8.8,2.5,-
2,"12/1/2020, 7:52:26 AM","12/1/2020, 7:53:38 AM",1,0.12,5,N,69,69,3,-6,0,-0.5,0,0,-0.3,-6.8,0,-
2,"12/1/2020, 7:52:26 AM","12/1/2020, 7:53:38 AM",1,0.12,5,N,69,69,2,6,0,0.5,0,0,0.3,6.8,0,-
2,"12/1/2020, 7:26:20 AM","12/1/2020, 7:55:32 AM",1,5.32,1,N,48,152,2,21.5,0.5,0.5,0,0,0.3,25.3,2.5,-
2,"12/1/2020, 7:48:48 AM","12/1/2020, 7:49:25 AM",1,0,5,N,130,130,2,10,0,0.5,0,0,0.3,10.8,0,-
1,"12/1/2020, 8:04:58 AM","12/1/2020, 8:22:47 AM",1,0,1,N,47,151,1,26.2,0,0.5,0,0,0.3,27,0,-
2,"12/1/2020, 8:21:23 AM","12/1/2020, 8:24:08 AM",1,0.92,1,N,48,246,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,-
2,"12/1/2020, 7:39:27 AM","12/1/2020, 7:49:32 AM",1,6.31,1,N,143,244,1,18.5,0.5,0.5,3.38,0,0.3,25.68,2.5,-
1,"12/1/2020, 8:27:25 AM","12/1/2020, 8:29:58 AM",1,0.9,1,N,75,263,2,4.5,3,0.5,0,0,0.3,8.3,2.5,-
2,"12/1/2020, 7:33:52 AM","12/1/2020, 8:11:00 AM",1,23.76,1,N,10,254,1,65,0.5,0.5,2.75,6.12,0.3,75.17,0,-
1,"12/1/2020, 7:30:23 AM","12/1/2020, 8:04:40 AM",1,14.8,1,N,162,149,2,43,3,0.5,0,0,0.3,46.8,2.5,-
2,"12/1/2020, 8:24:45 AM","12/1/2020, 8:41:20 AM",2,8.93,1,N,132,77,1,25.5,0.5,0.5,0,0,0.3,26.8,0,-
2,"12/1/2020, 7:34:39 AM","12/1/2020, 7:41:07 AM",1,1.52,1,N,48,162,2,7,0.5,0.5,0,0,0.3,10.8,2.5,-
2,"12/1/2020, 7:49:51 AM","12/1/2020, 7:51:48 AM",1,0.78,1,N,233,141,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5,-
1,"12/1/2020, 8:08:05 AM","12/1/2020, 8:32:10 AM",1,8.6,1,N,234,37,1,27,3,0.5,9.2,0,0.3,40,2.5,-
2,"12/1/2020, 8:23:25 AM","12/1/2020, 8:32:40 AM",1,3.49,1,N,230,238,1,12.5,0.5,0.5,1.63,0,0.3,17.93,2.5,-
2,"12/1/2020, 8:17:34 AM","12/1/2020, 8:21:10 AM",1,1.08,1,N,48,163,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,-
1,"12/1/2020, 8:22:40 AM","12/1/2020, 8:39:59 AM",1,5.2,1,N,186,256,1,18,3,0.5,4.35,0,0.3,26.15,2.5,-
2,"12/1/2020, 8:21:39 AM","12/1/2020, 8:56:04 AM",1,20.98,1,N,68,265,1,57.5,0.5,0.5,5,0,0.3,66.3,2.5,-
1,"12/1/2020, 7:53:56 AM","12/1/2020, 8:02:34 AM",1,2.4,1,N,162,262,1,9.5,3,0.5,0.5,0,0.3,13.8,2.5,-
2,"12/1/2020, 7:55:48 AM","12/1/2020, 7:58:03 AM",5,0.7,1,N,141,141,2,4,0.5,0.5,0,0,0.3,7.8,2.5,-
2,"12/1/2020, 8:07:30 AM","12/1/2020, 8:24:00 AM",5,9.03,1,N,141,25,2,26,0.5,0.5,0,0,0.3,29.8,2.5,-
2,"12/1/2020, 7:26:46 AM","12/1/2020, 7:48:54 AM",4,13.03,1,N,164,67,2,36.5,0.5,0.5,0,0,0.3,40.3,2.5,-
2,"12/1/2020, 8:16:51 AM","12/1/2020, 8:22:15 AM",1,1.8,1,N,164,113,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,-
1,"12/1/2020, 7:31:45 AM","12/1/2020, 7:58:09 AM",1,7.2,1,N,249,198,4,24.5,3,0.5,0,0,0.3,28.3,2.5,-
1,"12/1/2020, 7:52:48 AM","12/1/2020, 8:02:45 AM",1,3.5,1,N,140,168,2,11.5,3,0.5,0,0,0.3,15.3,2.5,-
1,"12/1/2020, 8:26:54 AM","12/1/2020, 8:29:24 AM",1,0.3,1,N,140,141,2,3.5,3,0.5,0,0,0.3,7.3,2.5,-
1,"12/1/2020, 7:59:38 AM","12/1/2020, 8:12:37 AM",1,2.7,1,N,61,181,2,11.5,0,0.5,0,0,0.3,12.3,0,-
2,"12/1/2020, 8:21:45 AM","12/1/2020, 8:35:41 AM",3,4.37,1,N,264,264,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5,-
2,"12/1/2020, 7:42:56 AM","12/1/2020, 7:58:36 AM",1,9.39,1,N,132,39,1,27,0.5,0.5,5.66,0,0.3,33.96,0,-
2,"12/1/2020, 7:43:39 AM","12/1/2020, 7:45:52 AM",3,0.85,1,N,246,246,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,-
2,"12/1/2020, 8:08:18 AM","12/1/2020, 8:24:30 AM",3,5.91,1,N,107,260,1,18.5,0.5,0.5,6.69,0,0.3,28.99,2.5,-
1,"12/1/2020, 7:53:40 AM","12/1/2020, 7:57:40 AM",1,0.9,1,Y,100,48,2,5,3,0.5,0,0,0.3,8.8,2.5,-
1,"12/1/2020, 8:26:00 AM","12/1/2020, 8:54:14 AM",1,9.5,1,N,164,94,2,28.5,3,0.5,0,0,0.3,32.3,2.5,-
2,"12/1/2020, 8:03:56 AM","12/1/2020, 8:11:46 AM",6,1.63,1,N,238,263,2,8,0.5,0.5,0,0,0.3,11.8,2.5,-
1,"12/1/2020, 8:21:13 AM","12/1/2020, 8:33:46 AM",1,4.6,1,N,68,75,2,14.5,3,0.5,0,0,0.3,18.3,2.5,-
2,"12/1/2020, 7:46:15 AM","12/1/2020, 8:14:13 AM",1,4.03,1,N,230,263,2,18.5,0.5,0.5,0,0,0.3,22.3,2.5,-
2,"12/1/2020, 8:18:50 AM","12/1/2020, 8:18:53 AM",1,0,5,N,264,264,1,22,0,0.5,0,0,0.3,22.8,0,-
2,"12/1/2020, 7:36:32 AM","12/1/2020, 7:44:46 AM",2,1.68,1,N,107,45,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,-
2,"12/1/2020, 7:56:32 AM","12/1/2020, 8:02:31 AM",1,1.69,1,N,161,43,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5,-
2,"12/1/2020, 8:25:45 AM","12/1/2020, 8:35:03 AM",3,2.32,1,N,234,148,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5,-
2,"12/1/2020, 8:22:27 AM","12/1/2020, 8:35:38 AM",1,4.9,1,N,261,48,2,16,0.5,0.5,0,0,0.3,19.8,2.5,-
2,"12/1/2020, 7:36:45 AM","12/1/2020, 8:06:48 AM",1,16.52,1,N,186,76,2,46,0.5,0.5,0,6.12,0.3,55.92,2.5,-
2,"12/1/2020, 7:52:28 AM","12/1/2020, 8:03:29 AM",6,6.2,1,N,229,12,1,18,0.5,0.5,5.45,0,0.3,27.25,2.5,-
2,"12/1/2020, 8:17:54 AM","12/1/2020, 8:40:36 AM",1,13.26,1,N,107,171,2,37.5,0.5,0.5,0,0,0.3,41.3,2.5,-
1,"12/1/2020, 8:21:42 AM","12/1/2020, 8:39:12 AM",1,6,1,N,79,238,2,19,3,0.5,0,0,0.3,22.8,2.5,-
2,"12/1/2020, 7:38:41 AM","12/1/2020, 8:08:46 AM",1,17.77,2,N,132,141,2,52,0,0.5,0,0,0.3,55.3,2.5,-
2,"12/1/2020, 7:45:00 AM","12/1/2020, 7:50:02 AM",1,1.61,1,N,263,229,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,-
2,"12/1/2020, 7:41:30 AM","12/1/2020, 7:45:07 AM",1,0.81,1,N,68,90,1,4.5,0.5,0.5,0,0,0.3,8.3,2.5,-
1,"12/1/2020, 8:08:20 AM","12/1/2020, 8:40:01 AM",2,21.9,1,N,132,181,2,58.5,0.5,0.5,0,0,0.3,59.8,0,-
2,"12/1/2020, 7:37:01 AM","12/1/2020, 7:37:09 AM",4,0,5,N,28,28,1,30,0,0,0,0,0.3,30.3,0,-
2,"12/1/2020, 7:43:56 AM","12/1/2020, 7:48:10 AM",1,0.62,1,N,28,134,2,5,0.5,0.5,0,0,0.3,6.3,0,-
2,"12/1/2020, 7:38:19 AM","12/1/2020, 7:47:03 AM",5,2.27,1,N,229,142,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5,-
1,"12/1/2020, 7:31:33 AM","12/1/2020, 7:46:50 AM",1,10.3,1,N,132,121,1,28.5,0.5,0.5,0,0,0.3,29.8,0,-
2,"12/1/2020, 7:44:32 AM","12/1/2020, 7:49:47 AM",1,2.24,1,N,140,74,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,-
2,"12/1/2020, 8:23:27 AM","12/1/2020, 8:34:14 AM",1,3.8,1,N,88,186,1,12.5,0.5,0.5,0,0,0.3,16.3,2.5,-
2,"12/1/2020, 7:35:28 AM","12/1/2020, 7:44:15 AM",1,3.14,1,N,163,193,2,11,0.5,0.5,0,0,0.3,14.8,2.5,-
2,"12/1/2020, 7:54:52 AM","12/1/2020, 7:58:31 AM",1,0.86,1,N,140,229,2,5,0.5,0.5,0,0,0.3,8.8,2.5,-
1,"12/1/2020, 7:57:22 AM","12/1/2020, 8:14:34 AM",1,7.2,1,N,161,244,2,22,3,0.5,0,0,0.3,25.8,2.5,-
1,"12/1/2020, 8:25:27 AM","12/1/2020, 8:28:37 AM",2,0.8,1,N,166,24,2,5,0.5,0.5,0,0,0.3,6.3,0,-
1,"12/1/2020, 7:32:08 AM","12/1/2020, 7:58:27 AM",1,9.3,1,N,162,62,1,30,3,0.5,5,0,0.3,38.8,2.5,-
2,"12/1/2020, 8:03:00 AM","12/1/2020, 8:14:22 AM",1,3.18,1,N,238,264,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5,-
1,"12/1/2020, 7:59:42 AM","12/1/2020, 8:04:12 AM",1,1.1,1,N,48,143,2,5.5,3,0.5,0,0,0.3,9.3,2.5,-
2,"12/1/2020, 7:57:06 AM","12/1/2020, 7:57:21 AM",1,0,5,N,100,100,1,20,0,0,1,0,0.3,23.8,2.5,-
2,"12/7/2020, 9:46:44 PM","12/7/2020, 9:52:04 PM",1,0.9,1,N,237,237,1,5.5,0.5,0.5,0.93,0,0.3,10.23,2.5,-
2,"12/7/2020, 10:22:02 PM","12/7/2020, 10:36:58 PM",1,1.8,1,N,162,246,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5,-
2,"12/1/2020, 8:01:47 AM","12/1/2020, 8:44:10 AM",2,20.64,1,N,39,42,1,56.5,0.5,0.5,2.75,6.12,0.3,66.67,0,-
2,"12/1/2020, 7:45:09 AM","12/1/2020, 7:55:53 AM",1,2.82,1,N,230,238,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5,-
1,"12/1/2020, 7:58:33 AM","12/1/2020, 8:07:59 AM",1,1.4,1,N,10,215,2,8.5,0.5,0.5,0,0,0.3,9.8,0,-
2,"12/1/2020, 7:37:26 AM","12/1/2020, 7:41:43 AM",1,1.07,1,N,42,42,1,5.5,0.5,0.5,0,0,0.3,6.8,0,-
2,"12/1/2020, 7:46:04 AM","12/1/2020, 7:49:44 AM",1,1.04,1,N,68,50,1,5.5,0.5,0.5,2.79,0,0.3,12.09,2.5,-
2,"12/1/2020, 8:19:09 AM","12/1/2020, 8:25:37 AM",1,1.39,1,N,186,161,2,7,0.5,0.5,0,0,0.3,10.8,2.5,-
2,"12/1/2020, 8:26:31 AM","12/1/2020, 8:33:22 AM",1,2.32,1,N,161,236,1,8.5,0.5,0.5,0,0,0.3,12.3,2.5,-
2,"12/1/2020, 7:39:36 AM","12/2/2020, 5:30:00 AM",1,4.68,1,N,132,10,1,15,0.5,0.5,0,0,0.3,16.3,0,-
2,"12/1/2020, 8:58:31 AM","12/1/2020, 9:14:01 AM",1,8.71,1,N,132,39,1,25,0.5,0.5,2,0,0.3,28.3,0,-
1,"12/1/2020, 9:28:16 AM","12/1/2020, 9:44:32 AM",3,5.1,1,N,75,68,2,16.5,3,0.5,0,0,0.3,20.3,2.5,-
2,"12/1/2020, 9:28:55 AM","12/1/2020, 9:31:59 AM",1,0.6,1,N,186,90,1,4.5,0.5,0.5,1,0,0.3,9.3,2.5,-
2,"12/1/2020, 8:36:03 AM","12/1/2020, 8:53:11 AM",1,6.96,1,N,132,130,2,22,0.5,0.5,0,0,0.3,23.3,0,-
2,"12/1/2020, 9:03:21 AM","12/1/2020, 9:17:56 AM",1,3.24,1,N,141,24,1,12.5,0.5,0.5,0,0,0.3,16.3,2.5,-
2,"12/1/2020, 9:09:42 AM","12/1/2020, 9:27:52 AM",1,4.44,1,N,152,247,2,16.5,0.5,0.5,0,0,0.3,17.8,0,-
2,"12/1/2020, 8:44:02 AM","12/1/2020, 8:52:51 AM",1,1.64,1,N,68,137,2,8,0.5,0.5,0,0,0.3,11.8,2.5,-
1,"12/1/2020, 9:17:03 AM","12/1/2020, 9:30:21 AM",1,3.5,1,N,186,262,2,13,3,0.5,0,0,0.3,16.8,2.5,-
2,"12/1/2020, 9:27:39 AM","12/1/2020, 9:28:20 AM",2,0.19,1,N,263,263,1,3,0.5,0.5,1.36,0,0.3,8.16,2.5,-
2,"12/1/2020, 8:52:46 AM","12/1/2020, 9:13:40 AM",1,5.9,1,N,170,83,2,20.5,0.5,0.5,0,0,0.3,24.3,2.5,-
